Total Play Time,Total XP,Bot Name
1200.4999999999998,32476,bot3
1105.2250000000004,27490,bot1
1179.95,30514,bot2
1204.4999999999998,32524,bot3
1239.925,29248,bot4
1107.2250000000004,27570,bot1
1183.95,30674,bot2
1206.4999999999998,32554,bot3
1241.925,29266,bot4
1109.2250000000004,27670,bot1
1185.95,30774,bot2
1210.4999999999998,32674,bot3
1245.925,29302,bot4
1113.2250000000004,27790,bot1
1193.95,30870,bot2
1218.4999999999998,32914,bot3
1247.925,29362,bot4
1115.2250000000004,27814,bot1
1220.4999999999998,32974,bot3
1251.925,29562,bot4
1119.2250000000004,27874,bot1
1200.4,30918,bot2
1222.4999999999998,33054,bot3
1259.925,29658,bot4
1127.2250000000004,28274,bot1
1202.4,30978,bot2
1129.2250000000004,28354,bot1
1206.4,31014,bot2
1232.9499999999998,33150,bot3
1266.125,29706,bot4
1208.4,31044,bot2
1236.9499999999998,33350,bot3
1274.125,29802,bot4
1135.8250000000003,28554,bot1
1212.4,31204,bot2
1238.9499999999998,33368,bot3
1278.125,29862,bot4
1143.8250000000003,28674,bot1
1214.4,31304,bot2
1240.9499999999998,33468,bot3
1280.125,29886,bot4
1147.8250000000003,28734,bot1
1216.4,31364,bot2
1244.9499999999998,33668,bot3
1282.125,29916,bot4
1155.8250000000003,29134,bot1
1220.4,31424,bot2
1248.9499999999998,33788,bot3
1286.125,30116,bot4
1228.4,31520,bot2
1256.9499999999998,33884,bot3
1288.125,30176,bot4
1166.2250000000004,29254,bot1
1290.125,30194,bot4
1174.2250000000004,29326,bot1
1238.8000000000002,31760,bot2
1263.4499999999998,34084,bot3
1292.125,30218,bot4
1176.2250000000004,29344,bot1
1240.8000000000002,31840,bot2
1267.4499999999998,34132,bot3
1184.2250000000004,29464,bot1
1248.8000000000002,31960,bot2
1271.4499999999998,34192,bot3
1296.525,30236,bot4
1188.2250000000004,29512,bot1
1256.8000000000002,32280,bot2
1275.4499999999998,34252,bot3
1298.525,30254,bot4
1264.8000000000002,32352,bot2
1279.4499999999998,34312,bot3
1300.525,30314,bot4
1198.6250000000005,29832,bot1
1281.4499999999998,34372,bot3
1304.525,30350,bot4
1206.6250000000005,30072,bot1
1275.15,32424,bot2
1285.4499999999998,34492,bot3
1308.525,30398,bot4
1208.6250000000005,30132,bot1
1277.15,32484,bot2
1316.525,30638,bot4
1216.6250000000005,30372,bot1
1281.15,32532,bot2
1295.6499999999999,34564,bot3
1318.525,30656,bot4
1218.6250000000005,30390,bot1
1283.15,32612,bot2
1303.6499999999999,34884,bot3
1326.525,31056,bot4
1220.6250000000005,30408,bot1
1285.15,32672,bot2
1305.6499999999999,34908,bot3
1330.525,31116,bot4
1224.6250000000005,30568,bot1
1293.15,32744,bot2
1309.6499999999999,35028,bot3
1232.6250000000005,30888,bot1
1295.15,32774,bot2
1311.6499999999999,35108,bot3
1337.025,31276,bot4
1297.15,32798,bot2
1313.6499999999999,35138,bot3
1345.025,31372,bot4
1243.2250000000004,31008,bot1
1301.15,32958,bot2
1315.6499999999999,35168,bot3
1349.025,31432,bot4
1247.2250000000004,31128,bot1
1319.6499999999999,35328,bot3
1357.025,31752,bot4
1255.2250000000004,31224,bot1
1311.25,33054,bot2
1323.6499999999999,35376,bot3
1365.025,31824,bot4
1259.2250000000004,31260,bot1
1313.25,33154,bot2
1325.6499999999999,35436,bot3
1261.2250000000004,31320,bot1
1321.25,33274,bot2
1375.325,32064,bot4
1269.2250000000004,31560,bot1
1323.25,33354,bot2
1330.2499999999998,35516,bot3
1383.325,32304,bot4
1332.2499999999998,35616,bot3
1387.325,32364,bot4
1279.5250000000003,31880,bot1
1333.0,33754,bot2
1340.2499999999998,35736,bot3
1391.325,32400,bot4
1281.5250000000003,31980,bot1
1335.0,33778,bot2
1342.2499999999998,35796,bot3
1399.325,32520,bot4
1283.5250000000003,32004,bot1
1337.0,33808,bot2
1346.2499999999998,35856,bot3
1403.325,32568,bot4
1287.5250000000003,32040,bot1
1339.0,33826,bot2
1348.2499999999998,35916,bot3
1289.5250000000003,32058,bot1
1343.0,33886,bot2
1350.2499999999998,36016,bot3
1413.825,32664,bot4
1297.5250000000003,32458,bot1
1351.0,34206,bot2
1421.825,33064,bot4
1355.0,34242,bot2
1356.1999999999998,36076,bot3
1425.825,33184,bot4
1303.5750000000003,32506,bot1
1360.1999999999998,36196,bot3
1429.825,33304,bot4
1311.5750000000003,32826,bot1
1365.45,34362,bot2
1364.1999999999998,36244,bot3
1431.825,33322,bot4
1315.5750000000003,32886,bot1
1367.45,34380,bot2
1368.1999999999998,36292,bot3
1439.825,33642,bot4
1317.5750000000003,32910,bot1
1375.45,34620,bot2
1372.1999999999998,36492,bot3
1321.5750000000003,33070,bot1
1383.45,34860,bot2
1380.1999999999998,36564,bot3
1446.325,33842,bot4
1325.5750000000003,33230,bot1
1385.45,34920,bot2
1382.1999999999998,36582,bot3
1448.325,33872,bot4
1333.5750000000003,33470,bot1
1393.45,35240,bot2
1456.325,34192,bot4
1386.2999999999997,36606,bot3
1458.325,34216,bot4
1338.0250000000003,33570,bot1
1403.8500000000001,35312,bot2
1390.2999999999997,36666,bot3
1462.325,34376,bot4
1346.0250000000003,33890,bot1
1405.8500000000001,35336,bot2
1398.2999999999997,36906,bot3
1464.325,34456,bot4
1354.0250000000003,33986,bot1
1413.8500000000001,35656,bot2
1400.2999999999997,36986,bot3
1468.325,34656,bot4
1362.0250000000003,34106,bot1
1421.8500000000001,35752,bot2
1404.2999999999997,37034,bot3
1364.0250000000003,34136,bot1
1429.8500000000001,35992,bot2
1408.2999999999997,37234,bot3
1478.525,34976,bot4
1412.2999999999997,37394,bot3
1482.525,35036,bot4
1370.4250000000004,34256,bot1
1436.0000000000002,36052,bot2
1486.525,35156,bot4
1378.4250000000004,34496,bot1
1438.0000000000002,36112,bot2
1416.3999999999996,37454,bot3
1490.525,35204,bot4
1382.4250000000004,34556,bot1
1442.0000000000002,36232,bot2
1420.3999999999996,37654,bot3
1498.525,35444,bot4
1384.4250000000004,34636,bot1
1446.0000000000002,36292,bot2
1424.3999999999996,37814,bot3
1502.525,35604,bot4
1386.4250000000004,34736,bot1
1454.0000000000002,36612,bot2
1426.3999999999996,37914,bot3
1504.525,35704,bot4
1390.4250000000004,34784,bot1
1456.0000000000002,36672,bot2
1434.3999999999996,38234,bot3
1392.4250000000004,34802,bot1
1464.0000000000002,36744,bot2
1438.3999999999996,38394,bot3
1508.9250000000002,35784,bot4
1400.4250000000004,35042,bot1
1468.0000000000002,36904,bot2
1440.3999999999996,38474,bot3
1516.9250000000002,35880,bot4
1404.4250000000004,35162,bot1
1442.3999999999996,38504,bot3
1520.9250000000002,36080,bot4
1474.5000000000002,37024,bot2
1446.3999999999996,38664,bot3
1528.9250000000002,36176,bot4
1410.7750000000003,35210,bot1
1478.5000000000002,37072,bot2
1532.9250000000002,36376,bot4
1418.7750000000003,35610,bot1
1482.5000000000002,37120,bot2
1450.9499999999996,38764,bot3
1422.7750000000003,35646,bot1
1490.5000000000002,37360,bot2
1458.9499999999996,38836,bot3
1537.0750000000003,36400,bot4
1426.7750000000003,35846,bot1
1492.5000000000002,37440,bot2
1462.9499999999996,38896,bot3
1539.0750000000003,36424,bot4
1430.7750000000003,36006,bot1
1496.5000000000002,37600,bot2
1470.9499999999996,39016,bot3
1541.0750000000003,36454,bot4
1434.7750000000003,36126,bot1
1500.5000000000002,37760,bot2
1478.9499999999996,39336,bot3
1549.0750000000003,36774,bot4
1480.9499999999996,39396,bot3
1551.0750000000003,36834,bot4
1440.9750000000004,36246,bot1
1506.4500000000003,37880,bot2
1555.0750000000003,36870,bot4
1444.9750000000004,36446,bot1
1508.4500000000003,37960,bot2
1487.4499999999996,39556,bot3
1559.0750000000003,36990,bot4
1452.9750000000004,36566,bot1
1510.4500000000003,38020,bot2
1489.4499999999996,39586,bot3
1567.0750000000003,37310,bot4
1454.9750000000004,36626,bot1
1514.4500000000003,38080,bot2
1491.4499999999996,39610,bot3
1462.9750000000004,36746,bot1
1522.4500000000003,38152,bot2
1495.4499999999996,39658,bot3
1571.2750000000003,37328,bot4
1530.4500000000003,38224,bot2
1499.4499999999996,39778,bot3
1579.2750000000003,37648,bot4
1469.2750000000003,36906,bot1
1534.4500000000003,38424,bot2
1503.4499999999996,39978,bot3
1587.2750000000003,37968,bot4
1471.2750000000003,37006,bot1
1536.4500000000003,38454,bot2
1505.4499999999996,40008,bot3
1591.2750000000003,38128,bot4
1479.2750000000003,37406,bot1
1538.4500000000003,38484,bot2
1507.4499999999996,40032,bot3
1593.2750000000003,38228,bot4
1481.2750000000003,37430,bot1
1509.4499999999996,40112,bot3
1601.2750000000003,38468,bot4
1483.2750000000003,37460,bot1
1542.9000000000003,38502,bot2
1511.4499999999996,40192,bot3
1605.2750000000003,38504,bot4
1485.2750000000003,37520,bot1
1550.9000000000003,38822,bot2
1515.4499999999996,40392,bot3
1489.2750000000003,37720,bot1
1554.9000000000003,39022,bot2
1615.6750000000004,38600,bot4
1493.2750000000003,37756,bot1
1556.9000000000003,39052,bot2
1526.0499999999995,40512,bot3
1619.6750000000004,38760,bot4
1558.9000000000003,39132,bot2
1534.0499999999995,40832,bot3
1621.6750000000004,38840,bot4
1499.6250000000002,37876,bot1
1562.9000000000003,39252,bot2
1538.0499999999995,41032,bot3
1623.6750000000004,38900,bot4
1503.6250000000002,37936,bot1
1570.9000000000003,39372,bot2
1546.0499999999995,41432,bot3
1631.6750000000004,39140,bot4
1505.6250000000002,38016,bot1
1633.6750000000004,39164,bot4
1513.6250000000002,38136,bot1
1575.3500000000004,39396,bot2
1550.6499999999994,41512,bot3
1641.6750000000004,39484,bot4
1517.6250000000002,38196,bot1
1579.3500000000004,39516,bot2
1552.6499999999994,41572,bot3
1645.6750000000004,39604,bot4
1521.6250000000002,38244,bot1
1587.3500000000004,39636,bot2
1556.6499999999994,41692,bot3
1523.6250000000002,38268,bot1
1595.3500000000004,39756,bot2
1558.6499999999994,41752,bot3
1650.1750000000004,39684,bot4
1597.3500000000004,39856,bot2
1566.6499999999994,41992,bot3
1658.1750000000004,40084,bot4
1530.0250000000003,38316,bot1
1574.6499999999994,42392,bot3
1662.1750000000004,40284,bot4
1538.0250000000003,38436,bot1
1603.5000000000005,39976,bot2
1576.6499999999994,42416,bot3
1664.1750000000004,40364,bot4
1542.0250000000003,38556,bot1
1611.5000000000005,40048,bot2
1580.6499999999994,42476,bot3
1666.1750000000004,40444,bot4
1546.0250000000003,38616,bot1
1619.5000000000005,40144,bot2
1674.1750000000004,40684,bot4
1554.0250000000003,38736,bot1
1621.5000000000005,40224,bot2
1584.9499999999994,42506,bot3
1623.5000000000005,40248,bot2
1588.9499999999994,42626,bot3
1678.2250000000004,40714,bot4
1564.5250000000003,38856,bot1
1631.5000000000005,40568,bot2
1596.9499999999994,42746,bot3
1686.2250000000004,41034,bot4
1568.5250000000003,38976,bot1
1635.5000000000005,40728,bot2
1604.9499999999994,42986,bot3
1688.2250000000004,41052,bot4
1572.5250000000003,39096,bot1
1608.9499999999994,43106,bot3
1690.2250000000004,41132,bot4
1580.5250000000003,39216,bot1
1645.9000000000005,41048,bot2
1616.9499999999994,43346,bot3
1694.2250000000004,41192,bot4
1582.5250000000003,39296,bot1
1649.9000000000005,41248,bot2
1620.9499999999994,43466,bot3
1698.2250000000004,41392,bot4
1586.5250000000003,39416,bot1
1657.9000000000005,41568,bot2
1702.2250000000004,41512,bot4
1588.5250000000003,39476,bot1
1659.9000000000005,41668,bot2
1627.3499999999995,43626,bot3
1704.2250000000004,41536,bot4
1629.3499999999995,43656,bot3
1706.2250000000004,41554,bot4
1594.9750000000004,39596,bot1
1665.7000000000005,41728,bot2
1637.3499999999995,43728,bot3
1710.2250000000004,41674,bot4
1602.9750000000004,39836,bot1
1673.7000000000005,41968,bot2
1639.3499999999995,43758,bot3
1610.9750000000004,40236,bot1
1675.7000000000005,41992,bot2
1647.3499999999995,44078,bot3
1720.7250000000004,41994,bot4
1614.9750000000004,40356,bot1
1677.7000000000005,42072,bot2
1649.3499999999995,44178,bot3
1722.7250000000004,42024,bot4
1622.9750000000004,40756,bot1
1681.7000000000005,42132,bot2
1651.3499999999995,44202,bot3
1730.7250000000004,42144,bot4
1626.9750000000004,40876,bot1
1689.7000000000005,42372,bot2
1653.3499999999995,44282,bot3
1732.7250000000004,42168,bot4
1697.7000000000005,42612,bot2
1655.3499999999995,44306,bot3
1734.7250000000004,42228,bot4
1633.5750000000003,40936,bot1
1657.3499999999995,44330,bot3
1637.5750000000003,40984,bot1
1708.0000000000005,42852,bot2
1740.5750000000003,42264,bot4
1645.5750000000003,41056,bot1
1712.0000000000005,43052,bot2
1667.8499999999995,44650,bot3
1748.5750000000003,42504,bot4
1649.5750000000003,41256,bot1
1714.0000000000005,43082,bot2
1675.8499999999995,44770,bot3
1752.5750000000003,42664,bot4
1651.5750000000003,41280,bot1
1718.0000000000005,43118,bot2
1677.8499999999995,44800,bot3
1754.5750000000003,42744,bot4
1659.5750000000003,41400,bot1
1726.0000000000005,43238,bot2
1685.8499999999995,45040,bot3
1756.5750000000003,42804,bot4
1728.0000000000005,43262,bot2
1687.8499999999995,45064,bot3
1760.5750000000003,42924,bot4
1666.0250000000003,41460,bot1
1732.0000000000005,43422,bot2
1689.8499999999995,45094,bot3
1764.5750000000003,42984,bot4
1668.0250000000003,41540,bot1
1691.8499999999995,45194,bot3
1772.5750000000003,43304,bot4
1672.0250000000003,41576,bot1
1738.4500000000005,43542,bot2
1676.0250000000003,41636,bot1
1740.4500000000005,43622,bot2
1696.3999999999994,45218,bot3
1778.9250000000002,43504,bot4
1680.0250000000003,41796,bot1
1748.4500000000005,43942,bot2
1698.3999999999994,45278,bot3
1786.9250000000002,43824,bot4
1684.0250000000003,41916,bot1
1752.4500000000005,44002,bot2
1706.3999999999994,45374,bot3
1790.9250000000002,43872,bot4
1686.0250000000003,41976,bot1
1760.4500000000005,44242,bot2
1710.3999999999994,45494,bot3
1792.9250000000002,43896,bot4
1690.0250000000003,42012,bot1
1764.4500000000005,44402,bot2
1718.3999999999994,45734,bot3
1796.9250000000002,44016,bot4
1692.0250000000003,42072,bot1
1768.4500000000005,44562,bot2
1722.3999999999994,45854,bot3
1800.9250000000002,44076,bot4
1724.3999999999994,45884,bot3
1696.0750000000003,42132,bot1
1778.8000000000004,44882,bot2
1728.3999999999994,45932,bot3
1810.9750000000001,44316,bot4
1700.0750000000003,42192,bot1
1780.8000000000004,44906,bot2
1730.3999999999994,46032,bot3
1814.9750000000001,44516,bot4
1708.0750000000003,42512,bot1
1784.8000000000004,44966,bot2
1732.3999999999994,46092,bot3
1818.9750000000001,44576,bot4
1716.0750000000003,42912,bot1
1786.8000000000004,45026,bot2
1822.9750000000001,44736,bot4
1724.0750000000003,43152,bot1
1790.8000000000004,45146,bot2
1738.8499999999995,46152,bot3
1824.9750000000001,44766,bot4
1728.0750000000003,43188,bot1
1794.8000000000004,45194,bot2
1740.8499999999995,46212,bot3
1832.9750000000001,45086,bot4
1798.8000000000004,45242,bot2
1744.8499999999995,46332,bot3
1734.5750000000003,43388,bot1
1806.8000000000004,45314,bot2
1752.8499999999995,46452,bot3
1837.275,45110,bot4
1742.5750000000003,43788,bot1
1754.8499999999995,46476,bot3
1845.275,45510,bot4
1746.5750000000003,43836,bot1
1811.2500000000005,45374,bot2
1758.8499999999995,46676,bot3
1853.275,45582,bot4
1750.5750000000003,43884,bot1
1813.2500000000005,45454,bot2
1766.8499999999995,46916,bot3
1861.275,45902,bot4
1754.5750000000003,43944,bot1
1815.2500000000005,45534,bot2
1768.8499999999995,46940,bot3
1863.275,46002,bot4
1758.5750000000003,44104,bot1
1823.2500000000005,45854,bot2
1865.275,46062,bot4
1831.2500000000005,46094,bot2
1775.4499999999994,47060,bot3
1769.0750000000003,44344,bot1
1835.2500000000005,46214,bot2
1779.4499999999994,47120,bot3
1871.525,46222,bot4
1773.0750000000003,44544,bot1
1837.2500000000005,46232,bot2
1787.4499999999994,47240,bot3
1879.525,46542,bot4
1777.0750000000003,44704,bot1
1845.2500000000005,46552,bot2
1795.4499999999994,47360,bot3
1883.525,46578,bot4
1785.0750000000003,45024,bot1
1887.525,46698,bot4
1787.0750000000003,45048,bot1
1849.5500000000004,46652,bot2
1805.6499999999994,47480,bot3
1895.525,47018,bot4
1795.0750000000003,45144,bot1
1853.5500000000004,46852,bot2
1807.6499999999994,47504,bot3
1897.525,47036,bot4
1855.5500000000004,46876,bot2
1815.6499999999994,47904,bot3
1905.525,47108,bot4
1801.5250000000003,45304,bot1
1859.5500000000004,46936,bot2
1817.6499999999994,48004,bot3
1809.5250000000003,45400,bot1
1861.5500000000004,46996,bot2
1819.6499999999994,48028,bot3
1909.9250000000002,47126,bot4
1811.5250000000003,45480,bot1
1865.5500000000004,47156,bot2
1821.6499999999994,48058,bot3
1913.9250000000002,47186,bot4
1813.5250000000003,45560,bot1
1867.5500000000004,47236,bot2
1823.6499999999994,48088,bot3
1915.9250000000002,47286,bot4
1821.5250000000003,45880,bot1
1869.5500000000004,47316,bot2
1917.9250000000002,47304,bot4
1825.5250000000003,46000,bot1
1877.5500000000004,47636,bot2
1834.1499999999994,48488,bot3
1919.9250000000002,47364,bot4
1829.5250000000003,46060,bot1
1838.1499999999994,48524,bot3
1921.9250000000002,47388,bot4
1831.5250000000003,46090,bot1
1882.0000000000005,47660,bot2
1840.1499999999994,48542,bot3
1923.9250000000002,47448,bot4
1884.0000000000005,47760,bot2
1844.1499999999994,48742,bot3
1925.9250000000002,47478,bot4
1836.1250000000002,46170,bot1
1886.0000000000005,47784,bot2
1848.1499999999994,48790,bot3
1929.9250000000002,47526,bot4
1840.1250000000002,46290,bot1
1888.0000000000005,47884,bot2
1852.1499999999994,48826,bot3
1931.9250000000002,47606,bot4
1848.1250000000002,46410,bot1
1896.0000000000005,47956,bot2
1856.1499999999994,49026,bot3
1935.9250000000002,47806,bot4
1856.1250000000002,46530,bot1
1904.0000000000005,48028,bot2
1858.1499999999994,49126,bot3
1937.9250000000002,47906,bot4
1860.1250000000002,46690,bot1
1912.0000000000005,48428,bot2
1864.7499999999993,49174,bot3
1944.3250000000003,48026,bot4
1870.3750000000002,47010,bot1
1922.3000000000004,48828,bot2
1872.7499999999993,49574,bot3
1952.3250000000003,48266,bot4
1878.3750000000002,47330,bot1
1924.3000000000004,48888,bot2
1874.7499999999993,49604,bot3
1956.3250000000003,48426,bot4
1882.3750000000002,47378,bot1
1928.3000000000004,49088,bot2
1882.7499999999993,49700,bot3
1960.3250000000003,48586,bot4
1890.3750000000002,47498,bot1
1936.3000000000004,49328,bot2
1884.7499999999993,49760,bot3
1962.3250000000003,48646,bot4
1940.3000000000004,49528,bot2
1892.7499999999993,49856,bot3
1966.3250000000003,48766,bot4
1900.6750000000002,47738,bot1
1944.3000000000004,49688,bot2
1968.3250000000003,48826,bot4
1908.6750000000002,47978,bot1
1899.3499999999992,50056,bot3
1972.3250000000003,48986,bot4
1912.6750000000002,48038,bot1
1954.7000000000005,49760,bot2
1903.3499999999992,50104,bot3
1976.3250000000003,49146,bot4
1914.6750000000002,48098,bot1
1962.7000000000005,49856,bot2
1905.3499999999992,50164,bot3
1922.6750000000002,48418,bot1
1964.7000000000005,49886,bot2
1907.3499999999992,50182,bot3
1982.5250000000003,49346,bot4
1926.6750000000002,48578,bot1
1972.7000000000005,50006,bot2
1909.3499999999992,50242,bot3
1984.5250000000003,49406,bot4
1934.6750000000002,48650,bot1
1911.3499999999992,50302,bot3
1992.5250000000003,49502,bot4
1976.7000000000005,50066,bot2
1919.3499999999992,50422,bot3
1996.5250000000003,49702,bot4
1945.275,49050,bot1
1978.7000000000005,50166,bot2
1921.3499999999992,50452,bot3
2004.5250000000003,49798,bot4
1953.275,49122,bot1
1980.7000000000005,50246,bot2
1923.3499999999992,50512,bot3
2006.5250000000003,49828,bot4
1955.275,49202,bot1
1982.7000000000005,50264,bot2
1925.3499999999992,50542,bot3
2008.5250000000003,49908,bot4
1959.275,49322,bot1
1990.7000000000005,50336,bot2
1929.3499999999992,50662,bot3
1967.275,49722,bot1
1998.7000000000005,50656,bot2
2014.9750000000004,49956,bot4
2000.7000000000005,50756,bot2
1935.9499999999991,50710,bot3
2016.9750000000004,50056,bot4
1973.625,49770,bot1
2004.7000000000005,50792,bot2
1937.9499999999991,50790,bot3
2024.9750000000004,50376,bot4
1977.625,49830,bot1
1941.9499999999991,50826,bot3
2032.9750000000004,50448,bot4
1985.625,50230,bot1
2008.6500000000005,50872,bot2
1945.9499999999991,50986,bot3
2040.9750000000004,50544,bot4
1989.625,50278,bot1
2010.6500000000005,50932,bot2
1949.9499999999991,51186,bot3
2042.9750000000004,50624,bot4
1991.625,50338,bot1
2012.6500000000005,51012,bot2
1953.9499999999991,51346,bot3
2046.9750000000004,50744,bot4
1993.625,50356,bot1
2020.6500000000005,51132,bot2
1961.9499999999991,51466,bot3
1997.625,50416,bot1
2028.6500000000005,51372,bot2
2053.425,50792,bot4
2030.6500000000005,51402,bot2
1972.3999999999992,51538,bot3
2061.425,50912,bot4
2004.025,50616,bot1
2032.6500000000005,51482,bot2
1974.3999999999992,51638,bot3
2069.425,51312,bot4
2008.025,50676,bot1
2036.6500000000005,51642,bot2
1976.3999999999992,51718,bot3
2071.425,51342,bot4
2010.025,50756,bot1
1984.3999999999992,51790,bot3
2073.425,51402,bot4
2012.025,50836,bot1
2046.9000000000005,51762,bot2
1992.3999999999992,52030,bot3
2014.025,50896,bot1
2054.9000000000005,51858,bot2
1996.3999999999992,52190,bot3
2077.625,51432,bot4
2022.025,51136,bot1
2062.9000000000005,52178,bot2
2000.3999999999992,52250,bot3
2079.625,51456,bot4
2030.025,51536,bot1
2002.3999999999992,52350,bot3
2087.625,51776,bot4
2066.9000000000005,52202,bot2
2004.3999999999992,52430,bot3
2089.625,51856,bot4
2034.4250000000002,51616,bot1
2074.9000000000005,52322,bot2
2093.625,51916,bot4
2036.4250000000002,51646,bot1
2078.9000000000005,52442,bot2
2008.999999999999,52490,bot3
2097.625,51952,bot4
2038.4250000000002,51746,bot1
2082.9000000000005,52562,bot2
2012.999999999999,52526,bot3
2105.625,52072,bot4
2046.4250000000002,52066,bot1
2084.9000000000005,52642,bot2
2016.999999999999,52562,bot3
2048.425,52090,bot1
2086.9000000000005,52722,bot2
2024.999999999999,52962,bot3
2110.125,52132,bot4
2052.425,52150,bot1
2088.9000000000005,52740,bot2
2028.999999999999,53082,bot3
2114.125,52332,bot4
2060.425,52222,bot1
2030.999999999999,53142,bot3
2116.125,52356,bot4
2064.425,52258,bot1
2094.6500000000005,52940,bot2
2038.999999999999,53262,bot3
2120.125,52392,bot4
2068.425,52306,bot1
2096.6500000000005,53020,bot2
2124.125,52428,bot4
2100.6500000000005,53068,bot2
2049.399999999999,53382,bot3
2132.125,52524,bot4
2073.025,52324,bot1
2104.6500000000005,53116,bot2
2053.399999999999,53430,bot3
2140.125,52764,bot4
2077.025,52372,bot1
2108.6500000000005,53316,bot2
2055.399999999999,53460,bot3
2144.125,52964,bot4
2085.025,52612,bot1
2116.6500000000005,53556,bot2
2059.399999999999,53620,bot3
2087.025,52692,bot1
2120.6500000000005,53716,bot2
2067.399999999999,53716,bot3
2148.575,52994,bot4
2091.025,52852,bot1
2156.575,53090,bot4
2095.025,52900,bot1
2126.9000000000005,53752,bot2
2071.599999999999,53776,bot3
2164.575,53410,bot4
2097.025,52960,bot1
2128.9000000000005,53782,bot2
2073.599999999999,53794,bot3
2166.575,53470,bot4
2099.025,53060,bot1
2132.9000000000005,53830,bot2
2075.599999999999,53854,bot3
2168.575,53500,bot4
2134.9000000000005,53854,bot2
2083.599999999999,54174,bot3
2172.575,53536,bot4
2104.875,53120,bot1
2136.9000000000005,53878,bot2
2087.599999999999,54294,bot3
2174.575,53560,bot4
2106.875,53200,bot1
2144.9000000000005,53950,bot2
2095.599999999999,54414,bot3
2176.575,53660,bot4
2110.875,53320,bot1
2148.9000000000005,54150,bot2
2097.599999999999,54432,bot3
2178.575,53684,bot4
2118.875,53440,bot1
2150.9000000000005,54180,bot2
2099.599999999999,54450,bot3
2180.575,53744,bot4
2122.875,53476,bot1
2152.9000000000005,54204,bot2
